"","GeneralType","Type","PRKCZ","EPHA2","PINK1","ID3","SFN","SESN2","SLC2A1","PTPRF","CDKN2C","JUN","GADD45A","GNG12","SHC1","LAMC1","PIK3C2B","LAMB3","TRAF5","DUSP10","CAPN2","ID2","TRIB2","TP53I3","LTBP1","EPAS1","EPCAM","HK2","CAPG","DUSP2","SPC25","ITGA6","FZD7","IDH1","FN1","IGFBP2","ARL4C","PPARG","TGFBR2","KIF15","CDC25A","LAMB2","FLNB","MITF","PHLDB2","MYLK","TIPARP","MECOM","TNIK","PLD1","TNFSF10","CLDN1","BCL6","SGCB","IL8","PTPN13","PITX2","CAMK2D","VEGFC","PARP8","ITGA2","IL6ST","MAP3K1","PLK2","SSBP2","EGR1","DUSP1","FOXC1","NEDD9","DDR1","HSPA1A","HSPA1B","BAG2","CD109","AIM1","SESN1","FYN","SGK1","MAP3K5","TNFAIP3","PERP","FAM20C","PDGFA","MAD1L1","TWIST1","GLI3","STK17A","IGFBP3","GRB10","CDK6","LAMB1","MET","HIPK2","PARP12","TNFRSF10A","DUSP4","FGFR1","SNAI2","LYN","E2F5","CCNE2","FZD6","EXT1","SNTB1","CDKN2A","TLE1","NEK6","DIP2C","CAMK1D","ITGB1","DKK1","AIFM2","PCBD1","DDIT4","FAS","DUSP5","MGMT","CD82","DDB2","DTX4","CCND1","ENDOD1","BIRC3","CASP4","ETS1","PTPN6","EPS8","MGST1","PRICKLE1","DDIT3","DUSP6","SOCS2","ELK3","FARP1","ZIC2","EFNB2","IRS2","COL4A1","COL4A2","PCK2","PRKD1","CFL2","NFKBIA","PYGL","BMP4","DAAM1","SIX4","HSPA2","FOS","VRK1","EVL","THBS1","IDH2","BLM","MVP","MLKL","PLCG2","JUP","FZD2","MAP2K6","RAC3","NDC80","LAMA3","TCF4","ATP8B1","PMAIP1","GADD45B","ICAM1","ICAM3","CDKN2D","DLL3","AXL","RELB","RRAS","TRIB3","PLCB4","PYGB","ID1","CD40","SIK1","PDK3","MSN","PHKA1","FLNA"
"CPC-N","lung_SCLC","lung_small_cell_carcinoma",4.291894406,3.152094573,5.671553862,8.97978456,3.699011277,5.719527657,6.943658807,6.971361868,9.138335952,7.522087042,8.338040638,2.825400796,6.814780304,6.127159265,7.108555178,3.805234648,3.773252325,4.052311292,6.662013561,4.195523083,7.703654154,4.619356378,3.330071465,3.843372745,3.076437737,7.9549974,3.315807389,5.868017659,7.857416235,2.660665533,4.76171814,7.579481621,3.255996527,10.59222226,6.309482101,3.286843339,3.566693023,3.650447657,5.774130406,3.627442469,7.173589501,3.294215823,4.108610986,3.816772914,5.16026732,4.34529633,6.583852736,3.481696038,3.065798702,3.421850974,3.274437221,6.964022382,2.985511733,3.629417554,9.650636373,3.908290449,3.309242765,5.627469812,2.817557547,3.300762574,7.457547993,3.575731467,6.991365979,4.161935536,3.74011812,3.575252658,2.890243027,7.049139344,11.03776067,9.544106777,7.217160246,2.937240428,3.122842787,5.397584444,8.069592257,5.629346096,6.292668487,3.087870656,3.158976766,7.51541884,3.408340466,5.342926153,6.513651085,3.267732911,4.27933783,3.414313062,4.37776121,7.036213121,4.105232297,3.304981612,5.741175695,6.231966042,3.129052498,3.442344771,3.489842096,3.28163709,3.43335639,8.254111317,8.189698924,6.721980419,5.502353051,4.765802057,8.68302232,8.636596629,6.159026113,7.281507704,5.682501556,5.634775654,2.85946294,3.686146129,8.494426388,10.81608528,2.817075073,3.449765918,7.508578055,4.024464241,5.965140658,4.283931118,3.200753406,3.539921507,2.985511733,3.550415941,3.462078455,4.40316294,5.658351448,9.187795877,4.042858839,4.911904297,3.383392978,5.910496531,3.441798421,3.650338234,3.422842591,3.473205065,6.662846248,3.33355654,3.615578687,6.007272139,3.137177608,8.709786509,7.674338073,6.678071966,3.023833823,9.208247509,7.3120377,6.422499797,3.359045387,8.30148272,7.560111263,4.426533975,8.782907176,8.483276807,4.895872438,4.731312719,3.837188599,6.350891955,3.077789668,5.909168061,8.772843148,8.002280839,3.559556973,8.999703815,4.234219263,7.79995236,3.831553345,3.163939296,3.865256353,7.544725519,7.189159483,2.784097176,3.612882233,3.935202488,6.338586768,6.195161642,5.191395215,10.68683524,4.648996574,7.448502922,5.048506289,8.215917458,7.211052767,4.66522408
"DMS-114","lung_SCLC","lung_small_cell_carcinoma",7.76008867,3.802887954,7.496163772,6.811836284,3.538071066,7.788032333,5.40721056,7.34483469,7.095114459,4.005222489,6.053839506,4.79399616,6.427002291,7.187374825,6.385423826,3.548736892,6.293994315,3.090208048,7.300320294,7.989744721,3.293763745,6.333697853,5.382425116,3.767395348,5.921967316,6.310301176,6.269228743,4.266039857,6.769156429,4.227544839,5.341738485,8.757816779,3.201244018,8.59501484,4.637726475,3.678350788,3.267188931,7.77834594,5.979916702,8.660099431,5.975365954,5.754346667,2.916096404,6.402839568,4.546709107,3.277545252,3.103002222,3.536713329,2.868019691,3.137243715,4.018769138,4.801196646,3.191569966,4.37268689,4.183272863,3.499968045,3.401394681,4.444817081,2.906989029,4.68868222,6.502631306,4.671501843,6.815721087,5.998889977,4.348015802,7.240527504,2.987536828,4.646616634,11.69798403,8.685762058,7.294701996,3.309552238,3.022286788,6.039796861,5.784533756,3.372177805,4.178696543,3.680258229,3.277499186,7.594284395,6.032886193,6.139839994,3.617997747,3.701941141,5.905716062,3.700549593,6.057420849,3.683109703,3.304198508,3.162684698,5.213965152,5.699775868,3.410985464,4.047015922,6.223358719,3.425787038,4.580183934,10.12327946,7.058991921,5.007837495,6.402723546,3.061483178,6.179703066,7.933163198,5.511039874,8.008399906,5.798307363,8.374891235,6.993079574,3.656600582,8.647208592,8.482461378,3.25705809,3.35994625,8.253817598,4.772249162,6.259042416,4.820256612,8.38822487,5.665665723,4.102673236,3.328942126,3.129788628,3.751193642,3.582496589,3.519297456,5.025692816,4.926699209,10.19816382,4.762070634,5.875375604,5.863519329,3.970997027,6.977992628,4.129031197,3.662452402,4.444887686,4.400946307,5.863281813,9.669198966,7.013497645,9.215296688,3.651845656,6.777114103,5.922630828,6.050389879,3.708865578,8.692600959,5.807870573,3.19143504,8.416940783,8.748819298,3.831504719,3.942700028,6.094921471,6.824657321,8.053781651,7.548886658,7.974945612,8.063942471,2.967399627,3.387143351,2.58785236,5.326239152,5.698410185,3.067005251,4.512090775,6.69646772,6.773636779,5.081005742,4.058185508,6.146956349,4.807366286,5.022028161,5.380864582,7.389584854,6.943208317,4.133225378,4.937153581,7.996086212,3.966042069,4.795339493
"DMS-273","lung_SCLC","lung_small_cell_carcinoma",4.466909967,3.541863467,5.87515839,7.698820785,3.514034788,8.232610836,5.029263475,7.324581176,8.036630123,7.208241549,10.2923538,7.899339282,5.605562258,7.363733794,4.242209162,3.663583664,6.445547513,4.789733728,7.019863576,5.860717903,6.273675378,5.370833636,6.121786994,3.96456614,3.331386481,7.56482297,3.262917082,7.355591226,7.48797131,6.177595607,6.138393645,6.85382514,5.814715243,10.329269,7.485763388,4.17859057,3.652101938,6.74022285,5.850104878,3.539019003,5.221346596,5.421355254,5.269193925,5.014180498,5.869125663,5.80787097,5.308500744,3.586579662,4.241037195,3.184927445,4.32010805,5.363010005,3.22253385,6.305309976,4.521951766,5.488173176,3.492747658,3.759789632,3.003794201,5.076923697,7.533018267,3.38631985,7.581133753,5.160007124,3.834895187,5.427683702,3.037463127,5.280574612,9.122521715,7.986034206,7.936453652,4.228618421,3.162190124,7.99374322,7.951281677,3.5671818,5.775637295,3.417760324,6.110103095,6.836168805,5.209218214,4.306638512,8.477457755,3.222386076,5.87414746,4.883545687,8.343707441,8.461258916,6.573419447,4.390357671,5.082021111,6.717816374,4.221466796,6.314892487,4.030433162,6.923336406,4.6800419,9.362801624,7.635123206,6.624354538,4.825653176,3.317344567,8.594292647,7.633375657,6.079060622,5.476953845,6.252419931,6.936743905,2.908380782,3.321422327,7.863074262,11.40908304,5.621648767,3.680915494,6.825950822,4.691027355,5.312576566,5.18412302,5.322265276,5.919514144,3.316002701,3.567612513,3.828501936,3.675997212,5.261993835,9.328565477,4.493122313,6.339547858,5.40265685,4.221411646,6.162682459,5.330721574,7.182331104,4.101868415,4.761466743,5.465770618,6.194130464,8.373347785,8.088732734,8.736791164,6.782289036,10.88758139,6.083161589,7.3561849,7.719230945,6.548558055,3.591685637,8.637598588,5.974195812,3.578229726,7.869259361,8.181895084,5.018020366,6.375579013,4.155492304,3.886914781,5.38589916,8.505318014,6.617444958,7.84068602,5.744563447,9.016422513,3.869638029,10.52427886,3.976781341,3.254773201,5.372969409,4.405915705,7.022576718,4.000521648,3.379641222,4.080599898,8.051765877,7.556461917,5.119401328,6.208036196,5.336240175,5.317947843,5.75652703,7.88547915,7.306996727,4.750930249
"DMS-53","lung_SCLC","lung_small_cell_carcinoma",5.283048129,4.004052531,7.535608049,10.47518471,6.339273753,7.091040686,6.071563044,6.243524478,6.533942909,10.19340436,11.97572282,7.445955274,6.460506773,7.27801646,5.893199918,7.463526171,7.517682738,7.794443994,9.107644922,9.42499588,7.34945578,7.972858218,3.76803409,4.808389184,11.11225073,6.353323755,5.420766836,6.802550008,7.477145837,5.52325476,3.770745178,9.227403756,10.47273785,9.833388355,8.51806906,3.773834642,3.501770887,4.061762848,4.502586822,4.056717071,6.242561929,3.700622717,5.046274331,5.90811972,6.527635137,3.759975276,4.190942243,4.036609153,4.15647585,5.340744509,5.354957763,4.495090662,11.8143923,4.122610476,5.866671354,5.733121444,4.537738803,6.597153261,5.066614499,5.088050682,7.122732243,5.708626653,5.729691116,6.211631963,6.712304974,4.325172054,3.614025439,6.610668902,10.61526807,9.037971691,7.918297108,3.704261232,3.19813786,4.244914357,6.233467649,8.200200053,5.677600059,7.361907232,8.153447155,4.818378204,3.724020542,8.139337127,6.11467939,3.652009004,5.067249757,6.770109929,5.952461807,7.682023508,4.727174504,4.18742491,5.813168153,7.509639155,4.483227584,8.578442654,6.893593051,5.776627843,8.254775503,8.169835428,5.692037332,7.178292233,6.057754666,6.763852408,5.524578726,7.059935952,6.212459673,5.893530311,7.621296812,7.579116599,3.099623992,5.571843297,9.326259268,8.160995833,4.020105756,7.894925494,2.744329246,7.805685903,4.426984539,4.016672023,3.473461618,3.683979655,7.167845259,6.650171495,5.237829083,6.901539761,8.166888236,9.492104849,3.808820877,5.775838659,8.704845935,3.847394315,5.695569037,4.884179107,3.935588277,3.436989142,7.635131504,4.409222193,6.807431377,4.534085711,4.169689568,5.359670793,9.947435543,6.827855617,5.648278128,7.548966083,6.170611519,7.758332673,7.685152159,8.221457466,4.144713297,4.785400651,9.766135368,7.575331301,4.316947496,6.582346876,4.723269331,8.865222619,3.691902094,7.823204567,8.245688791,7.236169664,3.664564718,4.879787173,8.307654442,10.39648599,4.980427971,4.657261329,5.964824274,7.316839383,8.815805414,5.294409526,5.224358849,5.708256839,5.81273174,5.208167586,6.259735846,10.13055033,4.46966302,8.109609624,5.476609856,7.864683629,5.580888136,4.870275976
"IST-SL1","lung_SCLC","lung_small_cell_carcinoma",3.693586385,3.396688126,7.15828203,10.16814401,5.980262141,8.948740505,4.899150494,7.045060197,7.068707068,8.61777433,9.682944,7.641549802,5.927641758,7.255470521,4.398002409,3.61274731,4.588459339,5.007964561,7.492637217,9.36152725,6.718298396,5.898847511,3.510904996,4.533963574,10.71671736,4.383974233,3.954788561,3.428764974,6.28290093,7.043860386,2.973834183,7.217109004,4.805229377,10.32651587,8.491899432,3.676644784,3.469738295,5.953905195,5.343433129,3.157503644,6.633795541,3.791294759,4.179133471,5.612970669,7.51713166,3.608033991,5.193981165,3.494240674,4.13836612,3.898312574,3.997690438,6.223750115,3.937828042,5.382687142,4.467853685,5.089234568,5.545227117,5.966387121,4.098041663,3.258142901,6.656606637,3.399306689,7.365357786,5.963551484,3.693877791,3.565303836,3.032556982,6.046372307,4.350007027,6.879705856,4.344090652,3.223109227,3.375120911,6.124330339,9.34793054,4.031552657,7.440984507,3.195754832,8.183491234,3.218867339,3.278304191,5.032181426,7.849078494,3.011714563,3.831298303,2.920344085,7.169882785,4.599783339,3.396537001,3.334600665,5.793117802,5.755625693,3.670987577,6.412094307,7.019590049,8.907166704,2.930284919,8.272075019,8.08341297,6.75628828,5.69928527,4.568422048,7.94890117,8.110529006,4.568501004,6.11793934,7.994485332,7.509604836,3.15778339,3.738761241,7.082878166,10.16674307,2.849214915,3.394366385,4.106657905,3.697707307,5.829011915,3.761973741,3.005713997,3.877332684,3.41238714,5.638417694,5.585892083,5.51339537,6.444402673,11.57167391,4.067891013,6.668959912,7.414073383,2.912632774,5.660754123,5.870001566,8.141787983,3.75191077,5.626622358,3.267420657,3.28223618,6.213590894,7.204478847,5.370283379,6.720724091,5.511691161,3.287994678,6.43008353,7.622985378,3.496519208,5.221149166,6.811655308,5.571862185,3.009959282,7.938996623,8.592797471,4.325735103,4.457093276,3.363407988,8.031732512,7.706764893,5.657769378,8.499689726,6.098588586,4.013164537,9.258419106,6.781165426,9.705060612,4.338286597,2.92063001,3.904625878,8.11967003,8.030594621,3.224117231,4.033267976,3.95796937,8.075669045,7.503468029,5.663275772,10.39140442,3.717428874,4.343039625,5.383180563,7.133818996,5.792254566,5.530353319
"IST-SL2","lung_SCLC","lung_small_cell_carcinoma",6.039819951,3.354910676,6.030548372,7.900294377,7.849511281,5.87828899,6.843161741,7.82206236,8.074046219,9.687195024,8.366680758,4.638628296,6.510362392,7.248506306,9.21021817,3.924290867,3.518275028,6.971561468,6.514223629,9.244268078,3.312349246,4.458608783,6.265094285,3.775550818,9.849750659,6.513013395,6.040342228,5.58963827,6.874826204,6.774764434,5.606205113,7.110523614,5.555107836,4.91513363,4.691525118,4.144152991,3.437740253,6.118158755,4.924187024,4.27691122,5.000172535,3.891971184,3.178462947,3.63292119,8.792149368,5.100394557,3.335933261,3.493201998,2.7870335,3.214321896,4.305286619,5.509902409,3.164425527,6.314077242,5.305967676,3.244785092,3.635437193,3.630985115,3.984311913,3.54991794,6.763814564,3.342706401,6.29279247,5.454316839,3.79590628,7.120408931,3.023523016,6.452699248,10.03846659,8.548753402,7.200610925,5.306090339,3.464078826,6.761460086,5.937919109,4.673758171,6.202330409,3.37360131,9.187971943,6.795733949,4.274069131,4.469384745,3.927990438,3.759760276,4.557573024,8.173537361,7.207454927,8.581472972,3.767753723,3.788296277,7.238195049,5.627744021,4.079102726,4.805284549,6.956933437,3.183174615,3.490694662,8.568573492,9.805215749,8.153524447,6.774937503,3.158379551,7.80755882,10.00734216,5.834562089,6.519119991,5.261497607,8.86283196,2.803857173,3.992793825,7.483987586,7.703262151,2.768089313,5.685346622,5.916722192,3.815456427,5.896711203,5.570073533,4.160411407,3.992968642,2.797565558,3.521515024,2.973492246,4.891893185,6.124107386,11.47119764,3.645337205,5.05935554,3.584746955,4.481610447,4.777370423,6.179447666,7.012172278,4.034294411,5.6236951,6.292202285,7.154018213,4.955773122,5.385297313,5.377673609,7.594034611,3.059335295,3.030811192,8.768513414,9.351912707,9.472896887,3.336520719,8.964033529,6.293617642,3.320519296,8.177228046,9.0071207,6.007589403,4.338062138,4.221902379,8.740260236,6.712932345,5.881725664,7.324607479,8.422063228,4.827078187,7.878716588,4.55201794,9.335465025,6.697919794,2.951878464,6.017480344,8.532241689,7.84143164,4.031913556,3.433960591,3.936100575,5.195401916,3.781143784,5.182731457,9.722046746,3.42599429,8.149627708,5.579695446,4.894519996,4.777076681,5.26657104
"LB647-SCLC","lung_SCLC","lung_small_cell_carcinoma",3.442754015,3.393074793,6.33288253,9.846203094,3.858614123,5.911074846,6.038483346,7.760037889,10.67482586,8.619129881,10.43442409,7.115057812,4.720279787,7.006244609,7.593313988,3.477590232,5.561025452,6.541398724,5.914770617,8.028890298,6.971133955,5.220751818,5.472274481,3.848133377,9.320561698,6.197485606,3.524775497,5.290525356,7.548272891,4.825833786,5.743625201,7.231970583,3.713220209,8.113391447,7.942059105,3.416695274,3.229417185,6.784394051,5.446118016,3.356973095,5.456474095,3.385583451,6.457995232,3.467937232,6.287232965,3.443461217,3.897375967,3.444627699,2.850926732,3.401037272,3.367199318,6.783401994,3.193349572,4.574994036,4.324474035,5.395914082,3.142646414,3.971926652,2.91823731,3.573089424,7.12651711,3.765627552,6.569224129,5.103328333,3.481815064,4.11907472,2.971120616,5.184073184,5.986326453,8.316229939,5.927288287,3.120033921,2.999744754,5.966790982,8.915096077,3.881939931,5.544300444,3.559980594,4.364293032,6.129520569,4.761729089,5.01906133,7.841206764,3.20298703,4.166516285,2.980706682,5.878963476,7.713120369,4.457009181,3.245496616,5.701110096,6.305183915,3.604406324,5.214932124,5.434580956,9.68769015,5.061747907,8.581143676,7.935335174,5.663903943,4.377656418,3.508125797,8.86484847,9.668814061,3.94280819,5.877311701,5.899611248,6.477606936,2.695346389,3.215811959,6.963159424,7.356504228,3.468867512,3.027121044,5.283631048,5.383725819,5.035717256,8.864705514,3.527923466,4.260589459,2.833478478,3.530507042,3.279444707,3.609952458,6.005122403,7.914606908,8.415932327,5.025945006,3.556997389,8.904423669,5.12944997,7.02165678,7.257619498,6.6895105,7.674542892,3.356170847,3.544612274,4.410913401,8.38021648,7.44594768,8.192096397,4.967248212,3.968838332,8.608255174,7.38415926,10.14430055,3.46757707,9.439595629,7.793929192,4.200522624,7.350185244,8.058463822,4.382867526,4.749114237,3.321308097,5.946015996,3.693754315,6.108867833,8.798811345,8.297269665,2.737826338,9.0869316,2.66817532,9.009697498,3.284335101,3.036314992,3.58552679,7.538122184,6.536917884,3.807887348,3.220708427,3.862323221,5.007767087,7.360411852,5.112204822,10.97056449,3.74535013,4.068208355,4.973432939,2.985278611,5.091875002,5.174384655
"LU-134-A","lung_SCLC","lung_small_cell_carcinoma",6.532465826,3.299110508,7.798612022,11.29927952,3.713764047,7.716924629,6.367239973,8.191869468,10.80531329,6.156489699,11.32927587,4.865467156,4.479143947,6.10908071,5.461646205,3.287042438,5.988983574,5.435289061,5.466654699,9.29807111,6.998463672,5.916116206,3.46526162,4.341586247,9.617572917,6.04625515,3.431393889,3.931968972,8.392221034,4.500302253,3.203990589,6.62442021,3.409351662,7.301298458,7.033603849,3.340892537,3.364954148,8.490317467,6.643591865,3.493118048,5.62994642,4.742529732,3.082295766,3.209428611,6.021463513,5.489207449,3.704081906,3.012527471,2.620361643,3.171403902,4.601042398,6.875684996,3.059721002,6.481697782,7.990975727,5.393630203,4.46123892,5.489921856,3.232761619,4.491609161,7.465249407,3.647100173,8.584338608,3.918642999,3.456205348,3.203242057,3.06556416,6.576621776,9.179583135,7.869196494,5.183251844,3.181286755,2.990715791,5.665152358,9.73746169,3.654881562,6.529857249,3.345503497,8.313814235,3.306372782,3.375713138,5.910174538,8.628605068,2.974404489,4.348673334,3.088174044,7.260008114,7.646014029,4.510224232,5.024516904,5.870297375,5.719170578,3.640242551,5.525603257,5.27821252,6.895738689,5.110027331,7.849315988,9.099677204,7.848013113,5.351052758,3.390510279,9.091844382,8.621384097,3.306635867,7.375444102,6.430956719,6.439676625,3.009020446,3.410136001,3.342303315,10.67030895,3.325379825,5.78199766,2.833118226,5.888469068,8.061847496,4.508629289,2.968938027,5.373784605,2.765904352,4.882739357,3.094342901,4.848272109,6.102840762,8.046957386,6.039511442,6.696190201,4.052002842,3.62829748,2.870709046,6.399178314,9.99278961,5.101529218,7.172128121,2.954515985,3.516164306,7.213956841,6.590424921,6.458391688,7.794044372,3.453879938,3.13600634,7.950469328,7.598840467,5.406498742,3.48346165,8.360978908,7.845280172,3.165677534,7.184648419,8.786578463,3.800493099,3.385543149,2.688565899,6.004359139,2.943765729,3.736929284,8.702919606,9.132463797,5.916418007,5.130199243,3.382258141,9.344155021,3.532434169,2.737732216,3.826247567,10.47018497,7.531114144,3.400705076,3.76906696,3.790922357,7.443844573,6.666270537,6.423560788,11.33130466,3.326503739,7.080264551,6.014793252,3.354177104,4.934970551,4.031665717
"LU-135","lung_SCLC","lung_small_cell_carcinoma",3.343168036,3.593287612,7.139439038,10.88420759,3.848854089,6.319532365,6.278496786,8.378395441,9.99017834,6.547289198,9.760280853,5.745059783,5.805400487,6.328890537,5.819864299,3.785730396,7.180367083,5.603083905,6.984531085,8.643491971,7.125689591,5.924679585,3.504048011,4.140062495,7.433602374,4.155881951,7.039105861,5.952863186,8.806366753,6.163502014,4.651246195,7.619689922,3.402788869,6.70305355,8.877168671,3.60200141,3.303260014,6.370184993,5.69307546,3.181311425,4.975013242,3.110216862,3.946905647,3.573908508,5.247501975,3.520956937,4.528360504,3.478011747,2.842801268,3.282862703,6.472663458,7.457385378,3.336545627,4.660624638,4.635224078,4.491047023,3.51564015,4.378477861,2.90083306,3.684244788,6.017499806,3.612023203,7.230824695,4.57167113,3.528164996,3.25235567,2.993752236,4.598862452,9.464951569,7.588620218,5.110588552,3.116928392,3.077044398,6.836240438,9.113621842,6.695184704,6.292871574,3.531292357,7.841171821,8.144127718,5.295551675,6.471786283,6.23719953,5.128586842,5.42305032,2.888860939,5.838686805,7.789134501,5.148023402,3.234837571,6.479446003,6.658893525,3.90379644,5.208159158,3.702991956,10.03765774,2.710284276,7.526401513,9.208717391,7.348096241,5.05009036,3.456729404,8.553553117,5.514462351,4.134874188,7.124923862,7.216765925,6.032004333,2.592798355,4.313929234,8.096080815,7.860881041,3.448051268,5.333136995,5.381884366,4.504182012,7.164260428,4.088222974,3.29532936,4.051253707,2.912238246,3.437903169,3.553774795,3.957676634,5.588756738,3.744963729,3.726308854,5.399295813,4.057421162,2.88238502,4.637975425,5.839401024,6.936012084,5.137690857,6.276062742,3.346564403,3.609312778,5.584097936,6.762969889,7.667136648,8.698340199,3.453622106,3.752429253,8.622888264,5.69931603,7.405046413,3.611057439,8.980752092,7.671748679,3.305662715,8.190316887,8.500065969,4.91373514,3.982476532,4.057340207,6.759597761,3.586843318,4.444476699,9.121467926,8.956025278,4.573665805,8.596006832,2.934477644,9.286968133,3.652939399,3.057953146,4.679778931,9.886039384,7.511660531,3.52178316,3.376622077,3.933994848,6.375342126,8.009624946,7.124493748,11.36218705,3.399718145,8.307669825,3.665417594,8.436393798,5.080258443,5.150408351
"LU-139","lung_SCLC","lung_small_cell_carcinoma",6.911787034,3.562248393,6.581615832,9.65897649,4.776293383,6.49448344,6.188051884,7.678077141,6.336042233,8.151761671,9.459554935,4.029470773,5.075196889,6.080919493,7.140407504,3.744836858,4.68786293,5.380557971,3.54818293,7.501763245,7.832109168,4.455122571,3.922365973,3.593760512,9.993682979,7.001824838,3.176977078,4.442169488,6.035947629,4.947403331,3.392778571,7.079355526,3.262023315,9.407650537,6.4795599,4.468423398,3.358520843,6.154976402,6.46700154,3.404193468,5.688458352,3.579410806,3.666763514,3.618904157,5.835322991,3.744254103,3.822085274,3.331799535,3.034588698,3.379000509,3.698097392,6.494263715,3.443095317,5.622563803,8.170046559,3.704052215,4.559794812,4.535906166,3.224364642,3.412048098,6.347074346,3.322492463,7.367951786,4.538049602,4.837173491,6.808312792,3.068149496,4.850817665,10.70885467,9.150590389,5.984067648,3.109561755,3.067560898,5.236201604,8.484391941,3.758615757,4.500682592,3.102415972,5.005137002,3.425180419,3.59850069,5.24388215,5.547528085,3.383346403,4.635492672,2.890884827,6.709015918,4.491015835,3.581699251,3.558949832,7.326033458,4.977181343,3.938882451,5.761192543,4.65024342,5.663727396,3.504584527,8.39599876,8.071213589,6.431315214,5.764979965,3.401368459,9.552624724,7.535503269,5.943038336,6.622528321,8.153825882,6.107115948,2.627955804,3.379484975,7.030649457,9.110917432,3.238431952,3.189499851,5.76690393,4.368529988,6.406738743,7.005837729,3.358553354,3.441739376,2.941434486,3.493509929,3.524681104,5.479918709,5.234840661,9.534888077,4.067844864,5.828952132,3.638373925,5.702504634,3.516646528,5.686136554,6.646168104,5.259878312,5.491589366,3.707988531,5.238454062,4.328290254,5.91081518,5.767653185,7.731574388,3.599124071,2.763282828,7.851830851,8.749651663,3.953618207,3.964685434,8.140366698,8.162567594,3.751829646,8.801196576,8.506348691,4.013245134,4.468768802,3.757856547,8.561180642,6.998735925,5.628437722,9.909675114,8.279133718,3.15661266,10.52027952,3.032616736,8.697337983,3.642426566,2.943925377,4.174194308,7.577654624,8.492638018,3.629474206,3.174312711,3.846041432,5.099132752,6.850052299,6.087620529,9.997924204,3.628212892,6.49437964,2.917798361,3.0260489,4.491732162,4.265151898
